CustomerID,Age,Gender,Location,JoinDate,TenureMonths,ContractType,PaymentMethod,MonthlyCharge,TotalCharges,DataUsageGB,CallMinutes,SupportTickets,HasInternet,HasPhone,TechSupport,Streaming,Churn
CUST01426,66.0,Male,Chennai,2020-02-29 10:00:00,20,Month-to-Month,Cash,50.46,921.84,1.2,261,1,No,Yes,Yes,No,0
CUST02569,39.0,Female,Chennai,2020-04-17 01:00:00,54,Two Year,Credit Card,98.36,5451.3,7.1,282,2,Yes,Yes,Yes,No,0
CUST00436,61.0,Female,Chennai,2020-01-19 04:00:00,4,Month-to-Month,Credit Card,20.0,76.77,5.7,341,1,Yes,Yes,Yes,No,0
CUST02487,41.0,Male,Mumbai,2020-04-13 15:00:00,35,Two Year,Digital Wallet,,1968.35,0.7,166,1,Yes,Yes,No,Yes,0
CUST00912,44.0,Male,Mumbai,2020-02-08 00:00:00,2,Two Year,Cash,59.4,122.42,11.5,318,2,Yes,Yes,Yes,Yes,0
CUST04233,48.0,Male,Chennai,2020-06-25 09:00:00,55,Month-to-Month,Bank Transfer,35.55,1845.41,0.6,346,2,Yes,Yes,No,No,0
CUST04468,43.0,Female,Chennai,2020-07-05 04:00:00,13,One Year,Bank Transfer,47.99,698.58,4.3,76,1,No,Yes,Yes,No,0
CUST04524,56.0,Female,Delhi,2020-07-07 12:00:00,1,One Year,Digital Wallet,28.83,25.28,9.1,209,1,Yes,Yes,No,Yes,0
CUST04569,42.0,Female,Delhi,2020-07-09 09:00:00,1,Month-to-Month,Bank Transfer,33.37,31.68,1.9,334,1,Yes,Yes,No,No,1
CUST02304,,Male,Bangalore,2020-04-06 00:00:00,14,One Year,Cash,114.13,1497.09,1.1,67,1,Yes,Yes,Yes,No,0
CUST01609,38.0,Male,Bangalore,2020-03-08 01:00:00,10,One Year,Credit Card,66.5,622.31,,434,1,Yes,Yes,Yes,Yes,0
CUST01238,48.0,Female,Hyderabad,2020-02-21 14:00:00,64,One Year,Credit Card,59.71,3909.18,12.4,319,0,Yes,No,No,No,0
CUST00903,57.0,Female,Chennai,2020-02-07 15:00:00,10,Month-to-Month,Credit Card,,637.64,6.5,309,2,Yes,Yes,No,Yes,0
CUST02521,77.0,Female,Hyderabad,2020-04-15 01:00:00,21,Month-to-Month,Cash,57.74,1340.88,3.1,446,1,Yes,Yes,No,No,0
CUST03162,,Male,Hyderabad,2020-05-11 18:00:00,29,One Year,Bank Transfer,70.37,2238.47,1.3,474,0,No,Yes,Yes,No,0
CUST02329,52.0,Female,Chennai,2020-04-07 01:00:00,43,Month-to-Month,Bank Transfer,35.23,1726.12,6.2,381,0,No,Yes,No,Yes,1
CUST00507,31.0,Male,Bangalore,2020-01-22 03:00:00,69,One Year,Credit Card,87.66,5665.97,1.3,471,3,Yes,Yes,Yes,No,0
CUST04634,33.0,Female,Mumbai,2020-07-12 02:00:00,17,Month-to-Month,Digital Wallet,87.52,1348.5,12.3,265,1,No,Yes,Yes,Yes,0
CUST00183,47.0,Male,Chennai,2020-01-08 15:00:00,3,Month-to-Month,Credit Card,25.75,69.28,0.1,241,1,Yes,Yes,Yes,No,0
CUST01589,43.0,Female,Bangalore,2020-03-07 05:00:00,19,Month-to-Month,Credit Card,79.22,1344.67,6.0,466,0,No,Yes,Yes,No,0
CUST01497,56.0,Male,Chennai,2020-03-03 09:00:00,28,Month-to-Month,Cash,103.22,2809.75,13.0,155,4,Yes,No,Yes,Yes,0
CUST03849,24.0,Female,Hyderabad,2020-06-09 09:00:00,72,Two Year,Bank Transfer,109.25,7771.57,27.7,383,2,Yes,Yes,No,Yes,0
CUST00321,49.0,Male,Chennai,2020-01-14 09:00:00,22,Month-to-Month,Bank Transfer,58.25,1398.5,7.1,241,1,Yes,Yes,No,Yes,0
CUST01803,23.0,Female,Delhi,2020-03-16 03:00:00,33,Month-to-Month,Digital Wallet,56.12,1937.35,,208,2,Yes,Yes,No,No,0
CUST03168,40.0,Male,Chennai,2020-05-12 00:00:00,53,One Year,Cash,88.52,4152.59,3.3,259,0,Yes,No,Yes,Yes,0
CUST03626,31.0,Male,Hyderabad,2020-05-31 02:00:00,23,Two Year,Bank Transfer,53.76,1148.71,8.8,448,0,Yes,Yes,No,No,0
CUST02543,38.0,Male,Mumbai,2020-04-15 23:00:00,71,Two Year,Digital Wallet,55.75,4120.91,4.6,327,1,Yes,No,No,No,0
CUST01807,48.0,Female,Hyderabad,2020-03-16 07:00:00,8,Month-to-Month,Cash,147.28,1211.02,7.5,390,0,Yes,Yes,No,Yes,1
CUST03554,19.0,Male,Chennai,2020-05-28 02:00:00,33,Month-to-Month,Digital Wallet,80.61,2881.31,7.9,0,2,Yes,Yes,No,Yes,0
CUST03336,25.0,Male,Mumbai,2020-05-19 00:00:00,1,Month-to-Month,Credit Card,77.15,65.93,5.1,231,0,No,Yes,No,No,0
CUST04449,,Female,Hyderabad,2020-07-04 09:00:00,19,One Year,Digital Wallet,73.92,1508.55,12.7,230,2,Yes,Yes,Yes,No,0
CUST01146,28.0,Female,Delhi,2020-02-17 18:00:00,72,Two Year,Credit Card,99.1,8167.13,2.1,152,1,Yes,Yes,No,Yes,0
CUST02086,35.0,Male,Delhi,2020-03-27 22:00:00,6,Month-to-Month,Bank Transfer,46.71,282.3,0.0,390,1,Yes,Yes,No,No,1
CUST00044,24.0,Male,Chennai,2020-01-02 20:00:00,15,Month-to-Month,Bank Transfer,32.31,547.57,6.6,228,3,Yes,No,No,No,1
CUST03816,,Female,Delhi,2020-06-08 00:00:00,20,Month-to-Month,Cash,80.49,1678.01,2.4,430,3,Yes,Yes,No,Yes,0
CUST01550,40.0,Male,Mumbai,2020-03-05 14:00:00,6,Two Year,Digital Wallet,92.62,553.78,1.5,334,0,No,Yes,No,No,1
CUST02319,28.0,Male,Delhi,2020-04-06 15:00:00,13,Month-to-Month,Cash,,906.13,3.3,300,1,Yes,Yes,No,No,1
CUST01378,34.0,Male,Hyderabad,2020-02-27 10:00:00,17,Two Year,Bank Transfer,69.6,1328.26,2.1,253,1,No,Yes,Yes,No,0
CUST01988,34.0,Female,Chennai,2020-03-23 20:00:00,2,One Year,Credit Card,80.16,170.22,2.5,373,2,Yes,Yes,No,Yes,0
CUST04804,38.0,Female,Chennai,2020-07-19 04:00:00,45,Month-to-Month,Bank Transfer,105.95,4895.98,,264,0,Yes,Yes,No,No,0
CUST00413,57.0,Male,Delhi,2020-01-18 05:00:00,72,One Year,Digital Wallet,79.35,5375.07,16.1,441,2,Yes,Yes,Yes,No,0
CUST03883,31.0,Male,Mumbai,2020-06-10 19:00:00,22,Month-to-Month,Bank Transfer,46.8,995.77,1.8,418,0,Yes,No,No,Yes,1
CUST01407,60.0,Male,Delhi,2020-02-28 15:00:00,72,One Year,Digital Wallet,123.42,9497.47,24.9,289,1,No,Yes,No,No,0
CUST04086,52.0,Female,Delhi,2020-06-19 06:00:00,19,Month-to-Month,Bank Transfer,114.34,2298.54,4.2,213,0,Yes,No,No,Yes,1
CUST00801,35.0,Male,Mumbai,2020-02-03 09:00:00,12,Month-to-Month,Bank Transfer,110.19,1465.02,11.0,341,2,Yes,Yes,No,Yes,1
CUST01288,28.0,Female,Mumbai,2020-02-23 16:00:00,5,One Year,Bank Transfer,70.27,367.71,4.6,7,1,Yes,Yes,No,No,0
CUST04111,32.0,Female,Mumbai,2020-06-20 07:00:00,20,Month-to-Month,Cash,63.38,1161.67,3.1,371,1,Yes,Yes,No,No,0
CUST02459,47.0,Male,Mumbai,2020-04-12 11:00:00,9,Month-to-Month,Credit Card,20.0,178.83,11.9,174,0,Yes,Yes,Yes,Yes,0
CUST03365,65.0,Female,Bangalore,2020-05-20 05:00:00,30,Month-to-Month,Bank Transfer,57.49,1779.88,0.4,503,1,Yes,Yes,Yes,No,0
CUST02826,56.0,Male,Chennai,2020-04-27 18:00:00,48,Month-to-Month,Cash,71.16,3259.15,10.8,210,0,No,Yes,Yes,Yes,0
CUST00256,57.0,Female,Delhi,2020-01-11 16:00:00,13,Month-to-Month,Bank Transfer,57.24,709.15,2.1,126,1,No,Yes,Yes,No,1
CUST04184,36.0,Female,Chennai,2020-06-23 08:00:00,15,One Year,Credit Card,72.66,926.82,2.0,244,4,Yes,Yes,Yes,Yes,0
CUST03753,36.0,Male,Bangalore,2020-06-05 09:00:00,24,Two Year,Bank Transfer,20.0,444.25,3.6,331,3,Yes,Yes,Yes,No,0
CUST01151,18.0,Female,Delhi,2020-02-17 23:00:00,35,One Year,Digital Wallet,59.82,2268.49,4.6,413,0,Yes,No,No,Yes,0
CUST02318,35.0,Female,Bangalore,2020-04-06 14:00:00,21,Month-to-Month,Digital Wallet,29.16,607.41,2.0,360,0,Yes,Yes,No,No,1
CUST00647,41.0,Male,Bangalore,2020-01-27 23:00:00,12,Two Year,Digital Wallet,33.59,462.81,22.0,341,0,Yes,Yes,No,No,0
CUST03407,43.0,Male,Hyderabad,2020-05-21 23:00:00,6,One Year,Credit Card,78.57,473.28,28.6,132,0,Yes,Yes,No,No,1
CUST01729,64.0,Male,Bangalore,2020-03-13 01:00:00,6,One Year,Digital Wallet,97.85,640.44,2.4,521,1,No,Yes,No,No,0
CUST03722,22.0,Male,Bangalore,2020-06-04 02:00:00,28,Month-to-Month,Digital Wallet,61.1,1687.34,3.8,265,1,Yes,Yes,No,Yes,1
CUST03789,57.0,Female,Mumbai,2020-06-06 21:00:00,15,Month-to-Month,Cash,70.81,949.38,22.7,562,1,No,Yes,Yes,No,0
CUST01315,26.0,Female,Mumbai,2020-02-24 19:00:00,45,Month-to-Month,Cash,71.54,3060.91,2.7,359,3,Yes,Yes,No,Yes,1
CUST02031,30.0,Male,Bangalore,2020-03-25 15:00:00,62,Two Year,Credit Card,53.47,3205.4,21.8,172,0,Yes,Yes,Yes,No,0
CUST03513,21.0,Male,Mumbai,2020-05-26 09:00:00,2,One Year,Cash,29.52,53.18,18.3,497,4,Yes,Yes,No,No,0
CUST04048,40.0,Female,Mumbai,2020-06-17 16:00:00,5,Two Year,Digital Wallet,104.21,548.45,1.8,406,3,No,Yes,Yes,No,0
CUST01919,36.0,Male,Chennai,2020-03-20 23:00:00,43,Month-to-Month,Credit Card,49.1,2006.48,5.9,245,2,Yes,Yes,No,Yes,0
CUST01350,27.0,Female,Bangalore,2020-02-26 06:00:00,13,Month-to-Month,Cash,100.41,1306.29,3.7,177,1,Yes,Yes,No,Yes,0
CUST02517,18.0,Male,Chennai,2020-04-14 21:00:00,72,Month-to-Month,Credit Card,75.02,5946.83,0.2,449,2,Yes,Yes,No,Yes,0
CUST00112,42.0,Male,Mumbai,2020-01-05 16:00:00,18,One Year,Digital Wallet,84.17,1399.0,4.9,167,2,Yes,No,Yes,No,0
CUST03151,37.0,Male,Mumbai,2020-05-11 07:00:00,7,Month-to-Month,Bank Transfer,20.0,121.92,1.3,428,2,No,Yes,No,No,0
CUST00263,29.0,Female,Delhi,2020-01-11 23:00:00,54,One Year,Cash,88.96,5492.62,6.2,171,3,Yes,Yes,No,No,0
CUST01393,43.0,Female,Delhi,2020-02-28 01:00:00,53,Two Year,Bank Transfer,91.95,5427.4,2.8,364,1,Yes,Yes,No,No,0
CUST01907,28.0,Female,Chennai,2020-03-20 11:00:00,26,Two Year,Digital Wallet,80.91,2033.17,0.3,301,3,Yes,Yes,No,No,0
CUST01186,30.0,Female,Hyderabad,2020-02-19 10:00:00,2,Month-to-Month,Cash,88.37,184.54,10.0,397,1,Yes,Yes,Yes,Yes,0
CUST02369,56.0,Female,Hyderabad,2020-04-08 17:00:00,1,Month-to-Month,Bank Transfer,80.57,70.65,1.6,198,0,Yes,Yes,No,Yes,0
CUST00056,31.0,Male,Hyderabad,2020-01-03 08:00:00,8,Month-to-Month,Bank Transfer,106.76,834.06,14.5,428,2,Yes,Yes,Yes,Yes,0
CUST01309,47.0,Male,Bangalore,2020-02-24 13:00:00,72,One Year,Digital Wallet,61.24,4159.74,21.7,416,2,Yes,Yes,Yes,Yes,0
CUST00695,38.0,Male,Hyderabad,2020-01-29 23:00:00,72,Month-to-Month,Cash,20.0,1462.77,19.8,309,1,Yes,No,Yes,Yes,0
CUST04214,42.0,Male,Hyderabad,2020-06-24 14:00:00,3,One Year,Cash,54.38,186.65,13.4,208,2,Yes,Yes,No,No,0
CUST03022,37.0,Female,Bangalore,2020-05-05 22:00:00,42,Month-to-Month,Bank Transfer,64.78,2623.07,1.2,247,2,Yes,Yes,No,No,0
CUST03614,50.0,Female,Bangalore,2020-05-30 14:00:00,72,Month-to-Month,Digital Wallet,20.0,1387.21,40.8,291,0,Yes,No,Yes,Yes,0
CUST02211,49.0,Male,Delhi,2020-04-02 03:00:00,3,One Year,Credit Card,97.26,318.57,22.2,464,1,No,Yes,Yes,No,0
CUST02873,34.0,Male,Chennai,2020-04-29 17:00:00,15,Two Year,Credit Card,62.13,810.07,5.0,41,1,No,Yes,Yes,Yes,0
CUST00319,40.0,Female,Mumbai,2020-01-14 07:00:00,42,Month-to-Month,Credit Card,36.62,1413.21,0.4,274,2,Yes,Yes,Yes,No,0
CUST02303,45.0,Female,Hyderabad,2020-04-05 23:00:00,2,Month-to-Month,Credit Card,33.35,74.01,1.3,331,0,No,Yes,Yes,Yes,1
CUST00682,35.0,Female,Chennai,2020-01-29 10:00:00,72,Month-to-Month,Cash,65.88,4477.01,4.4,335,1,Yes,Yes,Yes,Yes,0
CUST04041,51.0,Male,Chennai,2020-06-17 09:00:00,7,One Year,Cash,40.08,261.48,0.6,457,1,No,Yes,No,No,0
CUST03231,18.0,Female,Hyderabad,2020-05-14 15:00:00,72,Two Year,Bank Transfer,80.73,5331.9,22.8,338,0,No,Yes,No,No,0
CUST03666,50.0,Male,Mumbai,2020-06-01 18:00:00,60,Month-to-Month,Cash,20.0,1109.34,7.0,210,3,Yes,Yes,No,No,0
CUST03526,39.0,Male,Chennai,2020-05-26 22:00:00,60,Two Year,Credit Card,130.28,8961.63,10.1,311,0,No,Yes,No,No,0
CUST04428,43.0,Male,Chennai,2020-07-03 12:00:00,19,One Year,Cash,86.1,1675.48,,110,2,Yes,No,No,Yes,0
CUST00286,40.0,Male,Chennai,2020-01-12 22:00:00,24,Month-to-Month,Cash,63.43,1668.44,1.0,563,0,Yes,No,Yes,No,0
CUST04246,43.0,Female,Delhi,2020-06-25 22:00:00,27,Two Year,Digital Wallet,77.59,1783.41,5.5,271,0,No,Yes,No,Yes,0
CUST02142,44.0,Female,Delhi,2020-03-30 06:00:00,4,Month-to-Month,Credit Card,38.52,144.12,1.3,226,0,Yes,Yes,No,No,1
CUST02432,41.0,Female,Hyderabad,2020-04-11 08:00:00,27,Two Year,Digital Wallet,87.39,2478.92,7.9,662,0,Yes,Yes,Yes,No,0
CUST01746,53.0,Female,Delhi,2020-03-13 18:00:00,5,Month-to-Month,Bank Transfer,55.51,291.64,3.5,59,1,Yes,No,Yes,No,1
CUST03220,29.0,Female,Bangalore,2020-05-14 04:00:00,15,Month-to-Month,Digital Wallet,84.35,1434.47,1.9,132,2,Yes,Yes,No,Yes,0
CUST03518,57.0,Male,Chennai,2020-05-26 14:00:00,7,One Year,Credit Card,23.21,158.73,4.5,405,1,Yes,Yes,No,Yes,0
CUST01630,47.0,Male,Delhi,2020-03-08 22:00:00,54,Month-to-Month,Credit Card,55.01,2578.49,13.2,377,0,Yes,Yes,No,Yes,0
CUST02100,46.0,Male,Hyderabad,2020-03-28 12:00:00,11,Month-to-Month,Credit Card,77.96,875.91,7.3,318,0,Yes,Yes,Yes,No,1
CUST00736,45.0,Female,Mumbai,2020-01-31 16:00:00,18,Two Year,Cash,103.33,1923.58,1.6,226,0,No,Yes,No,Yes,0
CUST04289,49.0,Male,Mumbai,2020-06-27 17:00:00,4,Month-to-Month,Digital Wallet,60.89,261.58,11.8,432,0,Yes,Yes,No,Yes,1
CUST00336,32.0,Female,Mumbai,2020-01-15 00:00:00,26,Month-to-Month,Cash,45.87,1215.41,,261,1,Yes,No,No,No,0
CUST02402,,Female,Delhi,2020-04-10 02:00:00,14,Month-to-Month,Digital Wallet,115.24,1466.77,14.2,293,3,No,Yes,No,Yes,1
CUST02789,44.0,Female,Mumbai,2020-04-26 05:00:00,20,Month-to-Month,Cash,80.43,1607.51,4.1,194,4,Yes,Yes,No,No,1
CUST02659,48.0,Male,Chennai,2020-04-20 19:00:00,13,One Year,Digital Wallet,48.91,555.64,8.4,486,1,Yes,Yes,Yes,Yes,0
CUST04416,45.0,Male,Delhi,2020-07-03 00:00:00,26,Two Year,Bank Transfer,73.49,1654.23,16.4,229,3,Yes,Yes,No,No,1
CUST01071,47.0,Male,Mumbai,2020-02-14 15:00:00,16,One Year,Credit Card,81.17,1305.63,4.2,328,0,Yes,Yes,No,No,0
CUST02307,39.0,Male,Bangalore,2020-04-06 03:00:00,72,One Year,Bank Transfer,56.52,3985.79,5.0,383,0,Yes,Yes,Yes,No,0
CUST01699,44.0,Male,Delhi,2020-03-11 19:00:00,55,One Year,Credit Card,74.63,4062.01,11.3,0,2,Yes,Yes,No,No,0
CUST04730,27.0,Female,Mumbai,2020-07-16 02:00:00,33,Two Year,Digital Wallet,83.67,3115.32,0.0,129,1,Yes,Yes,No,No,0
CUST04823,41.0,Male,Mumbai,2020-07-19 23:00:00,72,Month-to-Month,Digital Wallet,60.66,4162.25,4.5,202,1,Yes,Yes,Yes,No,1
CUST04124,45.0,Female,Mumbai,2020-06-20 20:00:00,6,Month-to-Month,Credit Card,52.75,291.59,4.1,283,0,Yes,No,No,No,0
CUST03946,48.0,Male,Mumbai,2020-06-13 10:00:00,13,Month-to-Month,Cash,22.94,276.63,3.1,55,2,Yes,Yes,No,Yes,0
CUST03384,55.0,Female,Mumbai,2020-05-21 00:00:00,1,Month-to-Month,Credit Card,81.53,90.78,6.1,241,2,Yes,Yes,No,Yes,0
CUST01488,23.0,Male,Mumbai,2020-03-03 00:00:00,6,Month-to-Month,Bank Transfer,50.16,282.9,0.4,272,1,Yes,Yes,No,Yes,1
CUST00498,31.0,Female,Delhi,2020-01-21 18:00:00,8,One Year,Cash,57.28,390.52,21.6,341,0,Yes,Yes,No,No,0
CUST04356,44.0,Male,Mumbai,2020-06-30 12:00:00,6,Month-to-Month,Cash,49.06,313.9,1.1,100,2,Yes,Yes,No,No,1
CUST04596,38.0,Female,Delhi,2020-07-10 12:00:00,1,One Year,Credit Card,20.0,20.98,1.4,298,1,Yes,Yes,No,Yes,0
CUST02575,28.0,Male,Delhi,2020-04-17 07:00:00,25,Month-to-Month,Digital Wallet,42.62,1041.74,4.3,485,1,Yes,Yes,No,No,1
CUST02357,43.0,Female,Chennai,2020-04-08 05:00:00,23,One Year,Credit Card,64.29,1597.5,,425,3,No,Yes,No,Yes,1
CUST02939,37.0,Male,Delhi,2020-05-02 11:00:00,11,Month-to-Month,Digital Wallet,83.05,920.61,1.9,17,0,Yes,Yes,No,No,1
CUST03055,31.0,Male,Mumbai,2020-05-07 07:00:00,17,Month-to-Month,Credit Card,136.46,2219.89,12.1,389,2,Yes,Yes,No,Yes,1
CUST03150,52.0,Female,Delhi,2020-05-11 06:00:00,8,Two Year,Cash,28.58,214.38,7.2,289,2,Yes,Yes,No,No,1
CUST01610,38.0,Male,Delhi,2020-03-08 02:00:00,15,Month-to-Month,Credit Card,81.68,1408.43,1.7,146,1,Yes,Yes,No,No,1
CUST02173,,Female,Delhi,2020-03-31 13:00:00,11,Month-to-Month,Bank Transfer,46.89,516.4,0.8,193,2,Yes,Yes,Yes,No,0
CUST02295,48.0,Male,Delhi,2020-04-05 15:00:00,63,Month-to-Month,Bank Transfer,61.92,4101.27,3.5,380,0,Yes,Yes,Yes,No,0
CUST04933,,Male,Mumbai,2020-07-24 13:00:00,44,Month-to-Month,Bank Transfer,66.29,3001.81,28.4,435,1,Yes,Yes,Yes,No,0
CUST01022,41.0,Female,Delhi,2020-02-12 14:00:00,21,Two Year,Credit Card,36.47,721.93,5.4,161,1,Yes,Yes,No,No,0
CUST02299,23.0,Female,Mumbai,2020-04-05 19:00:00,15,Month-to-Month,Credit Card,42.45,676.22,0.7,201,0,Yes,Yes,Yes,Yes,0
CUST04898,50.0,Female,Bangalore,2020-07-23 02:00:00,16,One Year,Cash,53.87,821.51,,236,0,Yes,Yes,Yes,No,1
CUST02016,38.0,Male,Chennai,2020-03-25 00:00:00,4,Month-to-Month,Credit Card,35.11,126.88,21.7,166,0,No,Yes,No,Yes,1
CUST03113,27.0,Male,Bangalore,2020-05-09 17:00:00,10,One Year,Cash,95.23,952.8,1.7,465,0,No,Yes,No,Yes,1
CUST04989,70.0,Male,Mumbai,2020-07-26 21:00:00,23,Two Year,Credit Card,47.85,1210.45,,430,1,Yes,Yes,Yes,Yes,0
CUST00665,43.0,Male,Bangalore,2020-01-28 17:00:00,55,Month-to-Month,Digital Wallet,67.52,3528.51,5.1,340,1,Yes,Yes,No,Yes,0
CUST04641,43.0,Female,Chennai,2020-07-12 09:00:00,7,Month-to-Month,Bank Transfer,48.99,327.29,,371,1,No,Yes,Yes,No,0
CUST02656,28.0,Male,Delhi,2020-04-20 16:00:00,12,One Year,Cash,67.98,702.25,11.6,55,0,No,Yes,Yes,No,0
CUST04226,64.0,Female,Mumbai,2020-06-25 02:00:00,48,Month-to-Month,Credit Card,118.13,5571.34,0.4,374,1,No,Yes,No,Yes,0
CUST04277,30.0,Male,Delhi,2020-06-27 05:00:00,17,Two Year,Credit Card,43.9,842.46,0.1,230,1,Yes,No,No,No,0
CUST02450,31.0,Male,Hyderabad,2020-04-12 02:00:00,72,One Year,Cash,68.51,4376.78,17.9,205,2,Yes,Yes,No,No,0
CUST01017,36.0,Female,Chennai,2020-02-12 09:00:00,5,Month-to-Month,Credit Card,49.97,223.74,26.2,393,2,Yes,Yes,Yes,Yes,0
CUST00557,36.0,Female,Bangalore,2020-01-24 05:00:00,23,One Year,Digital Wallet,89.74,2226.58,1.2,383,2,Yes,Yes,No,No,0
CUST02416,48.0,Female,Bangalore,2020-04-10 16:00:00,2,Month-to-Month,Cash,72.57,164.47,8.1,165,0,Yes,Yes,Yes,No,0
CUST01207,34.0,Male,Chennai,2020-02-20 07:00:00,24,Month-to-Month,Cash,50.65,1045.64,4.3,676,3,Yes,Yes,Yes,Yes,0
CUST03346,38.0,Male,Chennai,2020-05-19 10:00:00,14,Month-to-Month,Cash,54.28,766.72,1.0,163,1,Yes,Yes,Yes,Yes,0
CUST03606,32.0,Female,Hyderabad,2020-05-30 06:00:00,54,Month-to-Month,Cash,20.0,1031.97,15.1,332,1,Yes,Yes,No,Yes,0
CUST04417,18.0,Female,Delhi,2020-07-03 01:00:00,14,Month-to-Month,Digital Wallet,28.73,435.46,4.3,442,0,Yes,Yes,Yes,Yes,0
CUST01510,28.0,Female,Delhi,2020-03-03 22:00:00,12,Month-to-Month,Cash,27.58,343.76,5.4,71,1,No,Yes,No,Yes,0
CUST02951,51.0,Male,Chennai,2020-05-02 23:00:00,22,Month-to-Month,Bank Transfer,73.38,1754.42,0.7,465,0,No,Yes,No,Yes,0
CUST00245,37.0,Female,Delhi,2020-01-11 05:00:00,38,One Year,Credit Card,76.6,2739.63,13.8,497,2,Yes,Yes,No,Yes,0
CUST01163,22.0,Female,Mumbai,2020-02-18 11:00:00,6,Month-to-Month,Digital Wallet,76.55,453.64,12.3,391,0,Yes,Yes,No,Yes,0
CUST02603,27.0,Male,Bangalore,2020-04-18 11:00:00,11,Month-to-Month,Cash,20.0,197.84,19.4,238,1,Yes,Yes,No,Yes,0
CUST00266,61.0,Female,Delhi,2020-01-12 02:00:00,8,One Year,Cash,57.09,436.46,21.2,532,3,Yes,Yes,No,No,1
CUST04686,32.0,Male,Mumbai,2020-07-14 06:00:00,14,Two Year,Credit Card,66.69,1009.33,6.6,187,0,Yes,Yes,Yes,No,0
CUST01114,43.0,Male,Chennai,2020-02-16 10:00:00,20,Month-to-Month,Bank Transfer,36.73,691.61,6.1,532,2,Yes,Yes,No,Yes,1
CUST00063,27.0,Female,Hyderabad,2020-01-03 15:00:00,3,Month-to-Month,Credit Card,58.08,178.06,24.5,356,0,No,No,No,Yes,1
CUST02610,,Female,Bangalore,2020-04-18 18:00:00,42,Two Year,Cash,,4193.33,16.7,384,1,Yes,Yes,Yes,Yes,0
CUST02186,24.0,Female,Hyderabad,2020-04-01 02:00:00,2,Month-to-Month,Cash,61.05,111.98,19.7,346,1,Yes,Yes,Yes,No,1
CUST02775,38.0,Female,Mumbai,2020-04-25 15:00:00,17,Two Year,Cash,40.72,648.69,3.5,340,4,Yes,Yes,No,Yes,1
CUST03694,52.0,Male,Mumbai,2020-06-02 22:00:00,24,Month-to-Month,Digital Wallet,56.72,1424.82,6.8,132,1,No,Yes,Yes,No,1
CUST03094,31.0,Female,Chennai,2020-05-08 22:00:00,23,One Year,Cash,74.57,1473.71,,336,3,Yes,No,No,No,0
CUST02045,55.0,Male,Mumbai,2020-03-26 05:00:00,16,One Year,Digital Wallet,72.15,1130.55,,328,0,Yes,Yes,No,No,0
CUST02833,38.0,Male,Mumbai,2020-04-28 01:00:00,10,Month-to-Month,Credit Card,98.21,894.99,6.8,515,1,No,Yes,No,Yes,0
CUST02276,,Female,Mumbai,2020-04-04 20:00:00,9,One Year,Digital Wallet,107.11,999.67,12.0,446,0,No,Yes,Yes,No,0
CUST02078,40.0,Male,Bangalore,2020-03-27 14:00:00,43,Month-to-Month,Bank Transfer,144.84,6867.25,7.6,125,1,Yes,Yes,No,No,0
CUST03193,34.0,Female,Delhi,2020-05-13 01:00:00,9,Two Year,Credit Card,20.0,171.12,6.9,347,1,No,Yes,No,No,0
CUST01237,35.0,Female,Delhi,2020-02-21 13:00:00,1,One Year,Credit Card,27.49,25.53,6.0,162,0,No,Yes,Yes,No,0
CUST00103,32.0,Male,Delhi,2020-01-05 07:00:00,47,Month-to-Month,Cash,43.19,1935.58,3.0,462,1,Yes,Yes,Yes,No,0
CUST02794,41.0,Female,Hyderabad,2020-04-26 10:00:00,3,Two Year,Credit Card,58.44,152.76,6.1,567,2,Yes,Yes,Yes,No,0
CUST00272,55.0,Female,Mumbai,2020-01-12 08:00:00,40,Two Year,Digital Wallet,92.52,3871.46,20.4,488,0,Yes,Yes,No,Yes,0
CUST00508,42.0,Female,Mumbai,2020-01-22 04:00:00,72,Month-to-Month,Digital Wallet,104.18,7919.67,11.9,245,1,No,Yes,Yes,No,0
CUST02290,62.0,Female,Bangalore,2020-04-05 10:00:00,52,Month-to-Month,Digital Wallet,95.71,4759.29,,317,0,Yes,Yes,No,No,1
CUST04945,54.0,Female,Mumbai,2020-07-25 01:00:00,5,Month-to-Month,Bank Transfer,28.36,138.6,9.2,467,2,Yes,No,No,Yes,0
CUST03351,37.0,Male,Chennai,2020-05-19 15:00:00,72,Month-to-Month,Cash,58.79,4213.84,13.5,229,2,Yes,Yes,No,Yes,0
CUST00865,37.0,Female,Mumbai,2020-02-06 01:00:00,1,Month-to-Month,Credit Card,56.6,48.49,11.2,492,1,Yes,Yes,No,Yes,0
CUST02451,32.0,Male,Delhi,2020-04-12 03:00:00,23,Month-to-Month,Cash,58.84,1414.55,4.1,332,2,Yes,Yes,No,Yes,0
CUST00908,49.0,Male,Delhi,2020-02-07 20:00:00,2,Two Year,Bank Transfer,62.76,109.35,13.9,327,2,Yes,Yes,No,Yes,0
CUST02131,42.0,Female,Chennai,2020-03-29 19:00:00,16,Month-to-Month,Bank Transfer,138.35,2093.66,2.7,249,0,Yes,Yes,No,No,0
CUST02977,31.0,Male,Mumbai,2020-05-04 01:00:00,11,Month-to-Month,Cash,54.08,533.8,0.4,371,1,Yes,Yes,No,No,0
CUST03917,48.0,Female,Mumbai,2020-06-12 05:00:00,12,One Year,Digital Wallet,66.55,740.1,8.2,287,2,Yes,Yes,Yes,Yes,0
